timestamp,sensor_id,temperature,vibration,pressure,rpm,current_draw
2024-01-01 00:00:00,MOTOR_01,75.60943415950887,0.195280199908475,5.1881129432782425,1460.9792962269232,14.952435135543725
2024-01-01 00:01:00,MOTOR_01,74.96639768499142,0.19887116732774168,5.155558387085789,1501.3206139512242,14.561786708262899
2024-01-01 00:02:00,PUMP_01,73.28141507423352,0.20132813139487699,5.175690060261455,1499.0014817802748,14.138077311375332
2024-01-01 00:03:00,MOTOR_02,74.6909410358624,0.25215536390987003,5.10646183711067,1507.3088812872816,12.54903267680422
2024-01-01 00:04:00,MOTOR_01,79.28329520174093,0.28837951919612664,4.837245454350424,1512.3195884515098,12.545624585721882
2024-01-01 00:05:00,PUMP_03,73.35103756861753,0.2413953406485365,5.108630853661039,1486.689805854226,14.43763023431855
2024-01-01 00:06:00,PUMP_03,75.43737719345802,0.23873505628274191,5.135782712614379,1501.3515813897777,14.487030777674123
2024-01-01 00:07:00,MOTOR_01,74.3606575672854,0.18539437662523456,4.944971549754663,1529.8988262246878,14.198864556289712
2024-01-01 00:08:00,PUMP_02,71.63426045676839,0.2546273021342551,5.117244466271855,1514.2245315958571,12.84210527973815
2024-01-01 00:09:00,PUMP_03,76.71595176251431,0.16894886551154803,4.773342557199304,1481.6109542799677,12.872636823280102
2024-01-01 00:10:00,PUMP_02,76.38097070813554,0.2129918273790228,5.125118078793467,1493.8130692055952,14.309675965784773
2024-01-01 00:11:00,PUMP_01,74.23652421200335,0.2493415949271459,4.9061195319594555,1500.2498823745536,12.546242543345494
2024-01-01 00:12:00,PUMP_02,76.33077021794557,0.17197126209885497,4.98405635781872,1466.2533113208394,11.998409835477421
2024-01-01 00:13:00,MOTOR_02,75.79954845344687,0.236159801221756,5.259845659557213,1492.8747205787715,13.96394703147501
2024-01-01 00:14:00,PUMP_03,74.58912488426473,0.11588786167169425,5.168061627491479,1465.453591536153,12.965416992918414
2024-01-01 00:15:00,PUMP_01,72.10788429122309,0.24640897887640398,5.046535242270941,1500.4370429104688,13.7044227812436
2024-01-01 00:16:00,PUMP_01,72.95300501475627,0.18536144727383957,5.271837515048087,1516.7022249182917,12.726233144842054
2024-01-01 00:17:00,PUMP_03,73.7204969345005,0.28112592564380173,4.724662770488738,1512.7030189362881,11.77425035418856
2024-01-01 00:18:00,PUMP_03,72.96884183758492,0.26492831112900106,5.399346178338357,1558.2772493201467,14.615571740918575
2024-01-01 00:19:00,PUMP_03,75.53542292468767,0.16216022686671358,4.877580640188039,1497.1841822716724,14.510285486072142
2024-01-01 00:20:00,PUMP_02,74.68273032592262,0.19406039926076632,4.902738418185334,1498.9243489836335,14.207038747155226
2024-01-01 00:21:00,PUMP_01,74.0014088029217,0.13639163055665246,4.85495478709285,1542.5693946487033,14.657067070144508
2024-01-01 00:22:00,PUMP_03,73.19414564382595,0.2944293886750076,4.968672420468382,1499.1847494772912,14.897345150443307
2024-01-01 00:23:00,PUMP_01,72.5487884724655,0.30020099198838857,5.315818251282087,1503.1998322714687,14.7375051470141
2024-01-01 00:24:00,PUMP_01,77.61200348341364,0.25029321411386024,5.221257742011978,1508.5751287692324,14.277015721491459
2024-01-01 00:25:00,MOTOR_02,72.26368160150867,0.14178824369013018,4.96409615734348,1492.3362535772803,13.576739238153833
2024-01-01 00:26:00,PUMP_02,73.21054596208835,0.2515349164196396,4.9989756266559855,1496.7311420295098,12.323305235387348
2024-01-01 00:27:00,PUMP_01,76.28787758655372,0.12387931690640505,4.831353945941426,1475.6237387915273,12.53250226684001
